,,,Current Location,,,,,Displacement Dynamics,,,,,,,Priority Need,Shelter Details (# of HHs),,,,,,,,,,,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Rawdah,?????? ????????,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-14,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Rawdah,?????? ????????,1,Aden,Dar Sad,ODOG,2019-09-14,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Hawd Al Ashraf,??? ??????? ??????,1,Taizz,Salh,ODSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Ibb,Al Dhihar,Anamar,Qehzeh,1,Al Hudaydah,Al Hawak,ODOG,2019-09-14,Conflict,????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Aljabal,Al-Dareeb,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-14,Conflict,????? ??????? ?? ???? ????? ?????? ???? ?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Aljabal,Wadi Sakeeb,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-14,Conflict,????? ??????? ?? ???? ????? ?????? ???? ?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Almaratibuh,Al-Saeed,1,Aden,Al Mualla,ODOG,2019-09-14,Conflict,????? ??????? ?? ???? ????? ?????? ???? ?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Alshshuayfih,Al-Thaneeb,1,Al Hudaydah,Al Hali,ODOG,2019-09-14,Conflict,??? ?? ???????,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Shateefah Sofli,1,Taizz,Mawiyah,ODSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Khadeer Al-Badw,2,Taizz,Hayfan,ODSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,2,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Sejeeryah Olya,1,Taizz,Dimnat Khadir,SDSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Al-Aqeeq,1,Taizz,Dimnat Khadir,SDSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Shateefah Olya,1,Hajjah,Kushar,ODOG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Al-Haqeiba,2,Taizz,Salh,ODSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Halhalah,1,Taizz,Sabir Al Mawadim,ODSG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Ibb,Ibb,Jabal Maeud,Al-Adouf,1,Taizz,Dimnat Khadir,ODOG,2019-09-14,Other,????? ??????? ??????????,Other,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,1,Taizz,Salh,SDSG,2019-09-14,Conflict,????? ?? ???,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,1,Amanat Al Asimah,Assafi'yah,ODOG,2019-09-14,Conflict,??? ????? ??????? ,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,2,Taizz,Jabal Habashy,ODSG,2019-09-14,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Salh,??????,1,Aden,Al Buraiqeh,ODOG,2019-09-14,Conflict,???? ????? ????? ????????? ???????? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Salh,????????,1,Aden,Al Mansura,ODOG,2019-09-14,Conflict,???? ????? ????? ????????? ???????? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Thawrah Hospital,?????? ?????,2,Taizz,Hayfan,ODSG,2019-09-14,Conflict,????? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Thawrah Hospital,?????? ?????,1,Dhamar,Dhamar City,ODOG,2019-09-14,Conflict,??? ????? ??????? ,Other,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Thawrah Hospital,??????,1,Al Hudaydah,Al Hali,ODOG,2019-09-14,Conflict,????? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Madhbah Al Ganoubi,Aljaara,1,Taizz,Salh,ODOG,2019-09-14,Conflict,War there,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Madhbah Al Ganoubi,Aljaara,4,Al Hudaydah,Al Hawak,ODOG,2019-09-14,Conflict,War there,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,4,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,1,Hajjah,Hajjah,ODOG,2019-09-15,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Al-Dhabr,2,Hajjah,Kushar,ODOG,2019-09-15,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,1,0,,,
IDPs,2019-09-12,2019-09-15,Ibb,Al Dhihar,Al Dhihar,Al-Dhehar,1,Aden,Khur Maksar,ODOG,2019-09-15,Conflict,????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,20190908 - 20190915,D09988
IDPs,2019-09-14,2019-09-16,Hadramaut,Ash Shihr,Ash Shihr_1,??? ??????,4,Abyan,Lawdar,ODOG,2019-09-15,Conflict,?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,4,0,0,0,,20190908 - 20190915,D10128
IDPs,2019-09-15,2019-09-17,Lahj,Tuban,Tuban_2,Qouz Amdareib,1,Al Dhale'e,Qa'atabah,ODOG,2019-09-15,Conflict,??? ?? ??????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-16,2019-09-18,Al Hudaydah,Al Marawi'ah,Almarawieuh,Al-Khadharyah,2,Al Hudaydah,Ad Durayhimi,ODSG,2019-09-15,Conflict,Conflict in parts of Al-Durayhimi district .,Other,3. Food,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,??? ???????,1,Taizz,Salh,ODOG,2019-09-15,Conflict,??????? ??????,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,Al-Oshah,2,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,??? ????? ??????? ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,0,2,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,Al-Oshah,1,Hajjah,Abs,ODOG,2019-09-15,Other,??? ???????,Other,3. Food,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,Al-Oshah,1,Hajjah,Haradh,ODOG,2019-09-15,Conflict,??? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-16,2019-09-16,Amran,As Sudah,Nashir,Marqas,1,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,????? ?? ????? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-17,2019-09-17,Amran,Al Qaflah,Zu Ghethan,Al-Majadeah,7,Hajjah,Qarah,ODOG,2019-09-15,Conflict,??? ???,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,7,0,0,0,0,0,,,
IDPs,2019-09-17,2019-09-18,Al Jawf,Bart Al Anan,Al Damaynah,Al-Malhem,1,Amanat Al Asimah,Bani Al Harith,ODOG,2019-09-15,Conflict,?????? ??????,Other,3. Food,0,0,0,0,0,0,0,0,0,0,1,,,
IDPs,2019-09-17,2019-09-18,Al Jawf,Bart Al Anan,Al Damaynah,Al-Malhem,1,Al Jawf,Bart Al Anan,SDSG,2019-09-15,Conflict,?????? ??????,Other,3. Food,0,0,0,0,0,0,0,0,0,0,1,,,
IDPs,2019-09-17,2019-09-19,Amran,Amran,Eimran,Amran,1,Taizz,Al Mudhaffar,ODOG,2019-09-15,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Taizz,At Ta'iziyah,ODOG,2019-09-15,Other,???? ???????,Other,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Taizz,Shara'b As Salam,ODOG,2019-09-15,Other,????? ????????,Other,7. Access to income,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-18,2019-09-22,Al Bayda,Dhi Na'im,Almunqatae,Al-Munqatae,1,Al Bayda,Dhi Na'im,SDSG,2019-09-15,Conflict,??? ???,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-18,2019-09-22,Al Bayda,Dhi Na'im,Alhayakal,Al-Khaf,2,Al Bayda,Dhi Na'im,SDSG,2019-09-15,Conflict,??? ???,Other,7. Access to income,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,At Ta'iziyah,Al'Iisrar,Shab Al-Khadem,1,Taizz,Al Qahirah,ODSG,2019-09-15,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Hayfan,Alahkum,Bani Ebraheim,1,Aden,Dar Sad,ODOG,2019-09-15,Conflict,??? ?? ???,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Mashra'a Wa Hadnan,Hudnan,Namah,1,Aden,Dar Sad,ODOG,2019-09-15,Conflict,????? ????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-20,Hajjah,Abs,Albitarih,Al-Rad'hah,10,Hajjah,Abs,SDSG,2019-09-15,Conflict,Displacement due to war,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,10,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Mawasit,Bani Yusif,Qadha,3,Aden,Dar Sad,ODOG,2019-09-15,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,3,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Mawasit,Bani Yusif,Qadha,1,Aden,Al Mansura,ODOG,2019-09-15,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,As Silw,Alwadr,Al-Wadour,2,Aden,Al Mualla,ODOG,2019-09-15,Other,??????? ????? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,0,2,,,
IDPs,2019-09-19,2019-09-19,Taizz,As Silw,Alasheub,Al-Khalal,2,Taizz,Dimnat Khadir,ODSG,2019-09-15,Conflict,???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,As Silw,Alqabila,Al-Saeed,3,Taizz,As Silw,SDSG,2019-09-15,Conflict,???,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,3,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Rawdah,?????? ????????,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Nejd Allah Akbar,??? ?????,1,Al Hudaydah,Al Garrahi,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Hawd Al Ashraf,???? ???????,1,Al Hudaydah,Hays,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Zaid Al Mushiki,??? ???????,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-15,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Dhabwah,???? ??????,2,Al Hudaydah,Ad Durayhimi,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Other,3. Food,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Misrakh,Earsh,Al-Dardaryah,1,Taizz,Al Ma'afer,ODSG,2019-09-15,Conflict,??? ?? ??????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Misrakh,Al'Uqrud,Al-Khalal,1,Aden,Dar Sad,ODOG,2019-09-15,Conflict,????? ????,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Misrakh,Al'Uqrud,Al-Wajd,1,Aden,Khur Maksar,ODOG,2019-09-15,Conflict,????? ????,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Alshshuayfih,Al-Thaneeb,1,Sana'a,Nihm,ODOG,2019-09-15,Conflict,??? ?? ?????,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Al-Namrein,2,Taizz,Mawiyah,ODSG,2019-09-15,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Al-Memdhadh,2,Taizz,Mawiyah,ODSG,2019-09-15,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Habeel Al-Deiwan,1,Taizz,Mawiyah,ODSG,2019-09-15,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Wadi Al-Husein,1,Taizz,Sabir Al Mawadim,ODSG,2019-09-15,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-21,Amanat Al Asimah,Az'zal,Dhahr Hemyar,Ghawl Al marani,2,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,War,Other,3. Food,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Ibb,Al Makhadir,Dhari Euthman,Al-Talqah,1,Ibb,Al Dhihar,ODSG,2019-09-15,Other, ??? ??????? ???,Other,8. Household Items (NFI),0,0,0,0,0,0,0,0,0,0,1,,,
IDPs,2019-09-19,2019-09-21,Ibb,Ibb,Jabal Maeud,Al-Shebr,1,Aden,Al Mansura,ODOG,2019-09-15,Conflict,???? ?? ???,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,1,Taizz,Al Misrakh,ODSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,1,Taizz,Dimnat Khadir,ODSG,2019-09-15,Conflict,??? ????? ???????,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Gahmaliah,???????? ??????,1,Taizz,Maqbanah,ODSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Kamb,???? ??? ??????,2,Taizz,Salh,SDSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Salh,???? ????????,3,Taizz,Sabir Al Mawadim,ODSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,1. Drinking Water,0,0,0,0,0,0,0,3,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Salh,???????,1,Taizz,Sabir Al Mawadim,ODSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Salh,???????,1,Taizz,Al Misrakh,ODSG,2019-09-15,Conflict,????? ?? ??? ,Rapid Onset Displacement,4. Health Sanitation/ Hygiene,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Taizz,Salh,Al Thawrah Hospital,???? ?????? ??????,1,Taizz,Dimnat Khadir,ODSG,2019-09-15,Conflict,??? ????? ??????? ,Other,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Amanat Al Asimah,Shu'aub,Al Marawen,Wa'r Alhawi Alolea,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,??? ???????? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-22,Amanat Al Asimah,Ma'ain,Maien Nbhood,Bustan Nasr,1,Al Hudaydah,Al Mina,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Amanat Al Asimah,Ma'ain,Maien Nbhood,Abdullah Bin Masuod,1,Taizz,Salh,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Amanat Al Asimah,Ma'ain,Maien Nbhood,Abdullah Bin Masuod,1,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Amanat Al Asimah,Ma'ain,Maien Nbhood,Altaeser Alsharqeah,1,Al Hudaydah,Al Mina,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Amanat Al Asimah,Ma'ain,Maien Nbhood,Alrahmah,1,Taizz,Salh,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-21,Amanat Al Asimah,Az'zal,Musaik,Al Fawz,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,War,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Taizz,Sabir Al Mawadim,Almawadim,Al-Adouf,1,Amanat Al Asimah,Shu'aub,ODOG,2019-09-15,Conflict,??? ?? ??????,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Taizz,Sabir Al Mawadim,Almawadim,Quradhah,1,Aden,Al Mansura,ODOG,2019-09-15,Conflict,????? ????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,1,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Taizz,Sabir Al Mawadim,Tabashaeah,Abar,1,Lahj,Al Musaymir,ODOG,2019-09-15,Conflict,????? ????,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-22,Marib,Marib City,Al Jufainah,Al Jufainah,3,Sana'a,Sanhan,ODOG,2019-09-15,Conflict,Conflict ,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,3,0,0,0,,,
IDPs,2019-09-20,2019-09-20,Amanat Al Asimah,Ma'ain,Aser Al Sufla,Galalah,1,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,War there,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Madhbah NBhood,Almoaslat,1,Taizz,Sabir Al Mawadim,ODOG,2019-09-15,Conflict,War there,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Madhbah Al Sharqi NBhood,Alahsan,1,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,War there,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Bani Al Harith,Suds Al Rawda,Baet Melqat,1,Al Hudaydah,Al Mina,ODOG,2019-09-15,Conflict,Conflict,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Bani Al Harith,Suds Al Rawda,Baet Melqat,1,Al Hudaydah,At Tuhayat,ODOG,2019-09-15,Conflict,Conflict,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Madhbah Al Ganoubi,Alsm Wa Albukm,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,War there,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Shu'aub,Factory Nbhood,Ber Alroboee,1,Al Hudaydah,Al Mina,ODOG,2019-09-15,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Alhsoon,1,Taizz,Jabal Habashy,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Alhadeqah,1,Taizz,Salh,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Alkhaer,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,1,0,0,0,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Asalam Alshamali,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Mujawar,1,Taizz,Salh,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Hadayr Aloqab,1,Taizz,Al Mudhaffar,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Al Sunaynah,Al Sunynat Al Sharqiah,1,Al Hudaydah,Al Hali,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-20,2019-09-21,Amanat Al Asimah,Ma'ain,Aser Kuliat Al Taiaran,Quleah Altayaran Ashamaleah,1,Al Hudaydah,Al Hawak,ODOG,2019-09-15,Conflict,Conflict area ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
